id,city-address,type,passability,area,Average of money,Average of profit,Average of our_clients,Count of Index
267,"г. Владивосток, ул. Героев Хасана, д. 4",0,32435,2180.2,1697155,0.003,0.08,1
268,"г. Владивосток, ул. Героев-Тихоокеанцев, д. 1",0,141018,12849.4,72479868,0.02,0.8,1
269,"г. Владивосток, ул. Гоголя, 41",0,89643,11494.8,82434269,0.005,0.06,1
270,"г. Владивосток, ул. Давыдова, 18",0,14127,125.4,141722,0.005,0.06,1
271,"г. Владивосток, ул. Дальзаводская, 2",0,4041,36.9,11929,0.005,0.06,1
272,"г. Владивосток, ул. Дальзаводская, д. 1",2,85043,3348,2277792,0.003,0.01,1
273,"г. Владивосток, ул. Дальзаводская, д. 4",0,52833,4985.7,6321828,0.003,0.02,1
274,"г. Владивосток, ул. Деревенская, 14",0,55237,5068.2,22396173,0.005,0.06,1
275,"г. Владивосток, ул. Добровольского, 5",1,52043,2474.2,10301183,0.005,0.06,1
276,"г. Владивосток, ул. Добровольского, д. 31",0,80485,8711.5,16827482,0.003,0.04,1
277,"г. Владивосток, ул. Жигура, 26",0,26089,2375.4,4957745,0.005,0.06,1
278,"г. Владивосток, ул. Жигура, 46",0,90734,4561.66,33111813,0.005,0.06,1
279,"г. Владивосток, ул. Жигура, д. 26",0,331335,50691.5,134366945,0.001,0.02,1
280,"г. Владивосток, ул. Жигура, д. 32",0,66654,5034.8,8054149,0.003,0.02,1
281,"г. Владивосток, ул. Зои Космодемьянской, 7",0,27878,929.8,2073677,0.005,0.06,1
282,"г. Владивосток, ул. Зои Космодемьянской, д. 16",2,91610,4771.35,10490481,0.003,0.04,1
283,"г. Владивосток, ул. Зои Космодемьянской, д. 5",0,47140,2261.3,1705563,0.003,0.02,1
284,"г. Владивосток, ул. Зои Космодемьянской, д. 7",0,37009,2405.3,2848568,0.003,0.03,1
285,"г. Владивосток, ул. Ильичева, 16",0,44969,1514.63,5448912,0.005,0.06,1
286,"г. Владивосток, ул. Ильичева, 4",0,49899,4894.2,19537255,0.005,0.06,1
287,"г. Владивосток, ул. Ильичева, д. 11а",3,63643,9367.2,47692537,0.005,0.06,1
288,"г. Владивосток, ул. Калинина, 20",0,13051,501.5,523606,0.005,0.06,1
289,"г. Владивосток, ул. Калинина, 277",0,71348,3038,17340418,0.005,0.06,1
290,"г. Владивосток, ул. Калинина, 29",0,19821,1187.5,1882995,0.005,0.06,1
291,"г. Владивосток, ул. Калинина, д. 23",0,51980,4795,5981858,0.003,0.04,1
292,"г. Владивосток, ул. Калинина, д. 230",0,84140,3525,7118244,0.003,0.02,1
293,"г. Владивосток, ул. Калинина, д. 275 Б",4,58629,2706.3,6346707,0.02,0.8,1
294,"г. Владивосток, ул. Калинина, д. 275, корп. 19",0,68826,3144.94,1731629,0.001,0.02,1
295,"г. Владивосток, ул. Калинина, д. 281",0,39492,4427.8,5595606,0.003,0.01,1
296,"г. Владивосток, ул. Калинина, д. 42",0,50833,2370.4,2891869,0.003,0.04,1
297,"г. Владивосток, ул. Капитана Шефнера, д. 2",0,83260,3180.9,12712403,0.003,0.07,1
298,"г. Владивосток, ул. Каплунова, д. 1",0,36548,3690.2,3236866,0.003,0.08,1
299,"г. Владивосток, ул. Каплунова, д. 7",0,34029,723.01,1180959,0.003,0.07,1
300,"г. Владивосток, ул. Карла Жигура, д. 26",0,17545,513.2,72033,0.003,0.05,1
301,"г. Владивосток, ул. Кипарисовая, д. 18",0,104368,6683.8,16741796,0.003,0.02,1
302,"г. Владивосток, ул. Кирова, д. 21в",4,10028,100,80224,0.005,0.06,1
303,"г. Владивосток, ул. Кирова, д. 23",0,18963,699.8,212325,0.003,0.02,1
304,"г. Владивосток, ул. Кирова, д. 9",0,101564,5786.9,14105777,0.003,0.04,1
305,"г. Владивосток, ул. Крыгина 16",0,11073,145,128447,0.005,0.06,1
306,"г. Владивосток, ул. Крыгина, 23",0,56191,2102.9,9453124,0.005,0.06,1
307,"г. Владивосток, ул. Крыгина, д. 3",0,84063,5960.4,8016786,0.003,0.02,1
308,"г. Владивосток, ул. Ладыгина, 15",2,42394,5749.78,19500494,0.005,0.06,1
309,"г. Владивосток, ул. Лазурная, 19",0,33124,640.4,1697009,0.005,0.06,1
310,"г. Владивосток, ул. Лермонтова, д. 75",0,30666,566.3,1389292,0.005,0.06,1
311,"г. Владивосток, ул. Луговая 91",1,34026,571,1554308,0.005,0.06,1
312,"г. Владивосток, ул. Луговая, 21",0,111044,8076.5,71747749,0.005,0.06,1
313,"г. Владивосток, ул. Луговая, 69",0,9422,118.3,89170,0.005,0.06,1
314,"г. Владивосток, ул. Луговая, 89, стр. А",0,15104,193.1,233327,0.005,0.06,1
315,"г. Владивосток, ул. Луговая, д. 89а",0,8553,83.8,57339,0.005,0.06,1
316,"г. Владивосток, ул. Магнитогорская, 16",0,16578,577.4,765771,0.005,0.06,1
317,"г. Владивосток, ул. Магнитогорская, д. 11а",0,21224,505,857450,0.005,0.06,1
318,"г. Владивосток, ул. Маковского, 121",0,110767,9051.2,80205942,0.005,0.06,1
319,"г. Владивосток, ул. Маковского, 85",2,38219,5214,15941909,0.005,0.06,1
320,"г. Владивосток, ул. Маковского, д. 224",0,115296,6833.8,18909835,0.003,0.02,1
321,"г. Владивосток, ул. Маковского, д. 284",0,89166,6833.8,14624223,0.003,0.04,1
322,"г. Владивосток, ул. Мордовцева, 3",0,62335,7506.3,37432417,0.005,0.06,1
323,"г. Владивосток, ул. Мордовцева, д. 6",0,72782,4795.2,11168136,0.003,0.03,1
324,"г. Владивосток, ул. Морозова, д. 7а",0,75174,4886.1,20569230,0.003,0.02,1
325,"г. Владивосток, ул. Муравьева-Амурского, д. 1, стр. Б",0,137848,9809.1,108173185,0.005,0.06,1
326,"г. Владивосток, ул. Набережная, 3",2,66796,5774.9,30859218,0.005,0.06,1
327,"г. Владивосток, ул. Набережная, д. 10",0,83162,22181.2,103299445,0.003,0.02,1
328,"г. Владивосток, ул. Набережная, д. 20",0,46194,1586.6,1758994,0.003,0.02,1
329,"г. Владивосток, ул. Нейбута, 31",0,61913,5204.3,25777106,0.005,0.06,1
330,"г. Владивосток, ул. Нейбута, 47",0,113182,5903.6,37418150,0.004,0.1,1
331,"г. Владивосток, ул. Нейбута, 51",0,30487,2348.3,5727410,0.005,0.06,1
332,"г. Владивосток, ул. Нейбута, 53 стр. а",0,23993,1907.4,3661140,0.005,0.06,1
333,"г. Владивосток, ул. Нейбута, д. 31",0,27857,2306.8,514084,0.003,0.05,1
334,"г. Владивосток, ул. Нейбута, д. 47а",0,69180,5868.1,32476413,0.005,0.06,1
335,"г. Владивосток, ул. Некрасовская, 76",0,56305,2309.9,10404714,0.005,0.06,1
336,"г. Владивосток, ул. Некрасовская, 94",0,39144,3032.2,9495395,0.005,0.06,1
337,"г. Владивосток, ул. Некрасовская, д. 29",0,77749,6225.3,11616260,0.003,0.02,1
338,"г. Владивосток, ул. Некрасовская, д. 59",4,124413,8169.3,16261874,0.003,0.03,1
339,"г. Владивосток, ул. Некрасовская, д. 72",0,137024,8965.7,29484386,0.003,0.08,1
340,"г. Владивосток, ул. Некрасовская, д. 76",0,120477,9617,27807055,0.003,0.08,1
341,"г. Владивосток, ул. Некрасовская, д. 98",0,79323,7699.2,19543157,0.003,0.03,1
342,"г. Владивосток, ул. Нижнепортовая, 1",0,16614,408.1,542414,0.005,0.06,1
343,"г. Владивосток, ул. Нижнепортовая, д. 1",0,16037,552.5,141767,0.003,0.02,1
344,"г. Владивосток, ул. Новожилова, д. 19",0,30966,1348,667875,0.003,0.02,1
345,"г. Владивосток, ул. Окатовая, 28",0,23933,1460.1,2795566,0.005,0.06,1
346,"г. Владивосток, ул. Окатовая, д. 12а",0,10669,97,24837,0.003,0.04,1
347,"г. Владивосток, ул. Окатовая, д. 28",0,21578,319.5,220613,0.003,0.03,1
348,"г. Владивосток, ул. Олега Кошевого, д. 1 Б",0,61891,3365.6,16664028,0.005,0.06,1
349,"г. Владивосток, ул. Олега Кошевого, д. 1в",0,65463,3358,8792990,0.02,0.8,1
350,"г. Владивосток, ул. Олега Кошевого, д. 29",0,7632,100,18317,0.003,0.03,1
351,"г. Владивосток, ул. Пальчевского, д. 17",0,34178,4377.3,3590577,0.003,0.04,1
352,"г. Владивосток, ул. Пионерская, 1",0,4076,57,18587,0.005,0.06,1
353,"г. Владивосток, ул. Пихтовая, 4",5,109823,5855.3,51443729,0.005,0.06,1
354,"г. Владивосток, ул. Полетаева 6 Д",0,102781,7506.8,61724513,0.005,0.06,1
355,"г. Владивосток, ул. Посьетская, 14",0,7514,39.7,23864,0.005,0.06,1
356,"г. Владивосток, ул. Посьетская, д. 14",0,8127,163.6,31910,0.003,0.04,1
357,"г. Владивосток, ул. Посьетская, д. 20",0,24744,293.9,174534,0.003,0.02,1
358,"г. Владивосток, ул. Посьетская, д. 21",0,41675,3405,1135227,0.003,0.01,1
359,"г. Владивосток, ул. Прапорщика Комарова, 36",0,8248,100.2,66116,0.005,0.06,1
360,"г. Владивосток, ул. Радио, 5",0,250549,44407.4,890098373,0.005,0.06,1
361,"г. Владивосток, ул. Русская, 16",0,56899,1980.2,9013712,0.005,0.06,1
362,"г. Владивосток, ул. Русская, 66",0,26547,2213.9,4701792,0.005,0.06,1
363,"г. Владивосток, ул. Русская, д. 16",6,79656,3201.3,2040022,0.003,0.01,1
364,"г. Владивосток, ул. Русская, д. 2а",0,72623,3999.8,23238198,0.005,0.06,1
365,"г. Владивосток, ул. Русская, д. 35",0,38457,4713.5,4350410,0.003,0.02,1
366,"г. Владивосток, ул. Русская, д. 37а",0,52656,2073,2619741,0.003,0.03,1
367,"г. Владивосток, ул. Русская, д. 39 Б",0,7264,100,40678,0.003,0.02,1
368,"г. Владивосток, ул. Русская, д. 4",0,121937,9733.3,94947952,0.005,0.06,1
369,"г. Владивосток, ул. Русская, д. 41а",0,101381,10461.3,16969233,0.003,0.02,1
370,"г. Владивосток, ул. Русская, д. 46",0,112786,10416.8,37595815,0.003,0.03,1
371,"г. Владивосток, ул. Русская, д. 46, стр. Б",7,101561,10380.4,84339504,0.005,0.06,1
372,"г. Владивосток, ул. Русская, д. 55 Б",0,67817,10457.2,39713852,0.003,0.02,1
373,"г. Владивосток, ул. Русская, д. 55а",0,174735,21381.1,89664636,0.003,0.03,1
374,"г. Владивосток, ул. Русская, д. 65",0,23766,343.4,195870,0.003,0.04,1
375,"г. Владивосток, ул. Русская, д. 66",0,89242,6978.93,14947528,0.003,0.04,1
376,"г. Владивосток, ул. Русская, д. 68 Б",0,70451,4904.6,11057087,0.003,0.03,1
377,"г. Владивосток, ул. Русская, д. 74 А",0,116911,12883.1,120494088,0.005,0.06,1
378,"г. Владивосток, ул. Русская, д. 74а",0,129670,7683.8,79708668,0.005,0.06,1
379,"г. Владивосток, ул. Русская, д. 74в",0,117172,6343.1,29729349,0.02,0.8,1
380,"г. Владивосток, ул. Русская, д. 82",0,44018,4499.9,1584613,0.003,0.01,1
381,"г. Владивосток, ул. Садовая, д. 22",0,9313,100,29802,0.003,0.03,1
382,"г. Владивосток, ул. Сахалинская, 42",0,4910,37,14534,0.005,0.06,1
383,"г. Владивосток, ул. Сахалинская, д. 19",3,45874,6788.45,7473921,0.003,0.03,1
384,"г. Владивосток, ул. Сахалинская, д. 27",0,58180,2810.6,2616331,0.003,0.02,1
385,"г. Владивосток, ул. Сахалинская, д. 42",0,110498,6118.9,16227029,0.003,0.04,1
386,"г. Владивосток, ул. Сахалинская, д. 42, стр. 5",0,7976,136,34712,0.003,0.03,1
387,"г. Владивосток, ул. Сахалинская, д. 48",0,91415,16179,35496079,0.003,0.02,1
388,"г. Владивосток, ул. Светланская 57",0,27805,1673.6,3722756,0.005,0.06,1
389,"г. Владивосток, ул. Светланская, 106",0,51548,1673.1,6899597,0.005,0.06,1
390,"г. Владивосток, ул. Светланская, 143",0,23240,429.92,799307,0.005,0.06,1
391,"г. Владивосток, ул. Светланская, 189",0,57839,2030.2,9393979,0.005,0.06,1
392,"г. Владивосток, ул. Светланская, 22",0,26669,2019.6,4308857,0.005,0.06,1
393,"г. Владивосток, ул. Светланская, 29",2,77946,3168.7,19758999,0.005,0.06,1
394,"г. Владивосток, ул. Светланская, 31",0,50151,3052.1,12245269,0.005,0.06,1
395,"г. Владивосток, ул. Светланская, 45",0,143998,21948.5,252843208,0.005,0.06,1
396,"г. Владивосток, ул. Светланская, 71",0,145438,9991.4,116250339,0.005,0.06,1
397,"г. Владивосток, ул. Светланская, д. 11",0,119900,15145.4,43582403,0.003,0.04,1
398,"г. Владивосток, ул. Светланская, д. 131 Б",0,115056,9253,25550716,0.003,0.04,1
399,"г. Владивосток, ул. Светланская, д. 143",0,55559,5312.7,2361346,0.003,0.02,1
400,"г. Владивосток, ул. Светланская, д. 150",0,158637,12316,109411304,0.003,0.02,1
401,"г. Владивосток, ул. Светланская, д. 189",0,65117,12316,32079239,0.02,0.8,1
402,"г. Владивосток, ул. Светланская, д. 22",0,92289,6607.2,14634525,0.003,0.04,1
403,"г. Владивосток, ул. Светланская, д. 29",3,85210,5581.6,19024325,0.02,0.8,1
404,"г. Владивосток, ул. Светланская, д. 31",0,52032,7221,6011569,0.003,0.02,1
405,"г. Владивосток, ул. Светланская, д. 33",0,45898,7229.2,7963340,0.003,0.02,1
406,"г. Владивосток, ул. Светланская, д. 37",0,64426,2846.4,4401172,0.003,0.03,1
407,"г. Владивосток, ул. Светланская, д. 41",0,71041,4813.2,8206429,0.003,0.08,1
408,"г. Владивосток, ул. Светланская, д. 47",0,70015,7371.8,12387278,0.003,0.04,1
409,"г. Владивосток, ул. Светланская, д. 51",0,17600,203.53,171942,0.003,0.07,1
410,"г. Владивосток, ул. Светланская, д. 56",0,10915,290.6,50750,0.003,0.03,1
